Date,000001.SS,IDX,NZG.NZ,PSEI.PS,^AXJO,^FTSE,^HSI,^IXIC,^KLSE,^MXX,^N225,^NSEI,^SET.BK,^STI
2015-01-26,3383.181884765625,21.758071899414062,,7584.7197265625,,6852.39990234375,24909.900390625,4771.759765625,1796.43994140625,42737.8515625,17468.51953125,,1588.31005859375,3398.52001953125
2015-01-27,3352.9599609375,21.555139541625977,,7628.6083984375,5547.2001953125,6811.60009765625,24807.279296875,4681.5,1803.1700439453125,42627.8203125,17768.30078125,8910.5,1589.81005859375,3412.199951171875
2015-01-28,3305.738037109375,21.40514373779297,,7659.21044921875,5552.7998046875,6825.89990234375,24861.810546875,4637.990234375,1795.8800048828125,42158.0703125,17795.73046875,8914.2998046875,1592.81005859375,3419.14990234375
2015-01-29,3262.304931640625,21.48455238342285,,7615.341796875,5569.5,6810.60009765625,24595.849609375,4683.41015625,1782.1800537109375,41862.328125,17606.220703125,8952.349609375,1586.4000244140625,3419.050048828125
2015-01-30,3210.363037109375,20.875749588012695,,7687.93310546875,5588.2998046875,6749.39990234375,24507.05078125,4635.240234375,1781.260009765625,40950.578125,17674.390625,8808.900390625,1581.25,3391.199951171875
2015-02-02,3128.300048828125,21.18456268310547,,7628.74853515625,5625.2998046875,6782.60009765625,24484.740234375,4676.68994140625,,,17558.0390625,8797.400390625,1582.699951171875,3423.35009765625
2015-02-03,3204.906982421875,21.60807991027832,,7611.19287109375,5707.39990234375,6871.7998046875,24554.779296875,4727.740234375,,41572.23828125,17335.849609375,8756.5498046875,1602.5400390625,3408.02001953125
2015-02-04,3174.1259765625,21.63454818725586,,7714.07666015625,5777.2998046875,6860.0,24679.759765625,4716.7001953125,1803.02001953125,41710.8203125,17678.740234375,8723.7001953125,1599.81005859375,3417.570068359375
2015-02-05,3136.531005859375,21.572786331176758,,7672.267578125,5811.0,6865.89990234375,24765.490234375,4765.10009765625,1803.0899658203125,42453.640625,17504.619140625,8711.7001953125,1607.9200439453125,3406.580078125
2015-02-06,3075.906982421875,21.48455238342285,,7726.193359375,5820.2001953125,6853.39990234375,24679.390625,4744.39990234375,1809.43994140625,42715.4296875,17648.5,8661.0498046875,1613.6300048828125,3431.360107421875
2015-02-09,3095.1240234375,21.572786331176758,,7780.5693359375,5814.89990234375,6837.2001953125,24521.0,4726.009765625,1811.5799560546875,42810.2890625,17711.9296875,8526.349609375,1601.77001953125,3418.02001953125
2015-02-10,3141.593017578125,21.396320343017578,,7721.15478515625,5800.60009765625,6829.10009765625,24528.099609375,4787.64013671875,1811.1199951171875,42635.19140625,17652.6796875,8565.5498046875,1594.9599609375,3434.239990234375
2015-02-11,3157.7041015625,21.15809440612793,,7684.4541015625,5769.10009765625,6818.2001953125,24315.01953125,4801.18017578125,1798.949951171875,41933.26171875,,8627.400390625,1605.1099853515625,3444.570068359375
2015-02-12,3173.416015625,21.758071899414062,,7712.56640625,5743.60009765625,6828.10009765625,24422.150390625,4857.60986328125,1789.0699462890625,43045.51171875,17979.720703125,8711.5498046875,1613.4000244140625,3419.169921875
2015-02-13,3203.826904296875,21.855127334594727,,7771.45166015625,5877.5,6873.5,24682.5390625,4893.83984375,1800.949951171875,43072.421875,17913.359375,8805.5,1615.8900146484375,3426.219970703125
2015-02-16,3222.363037109375,,,7782.6484375,5888.7001953125,6857.10009765625,24726.529296875,,1808.8900146484375,42959.55859375,18004.76953125,8809.349609375,1608.0400390625,3427.159912109375
2015-02-17,3246.906005859375,21.749250411987305,,7791.396484375,5858.2001953125,6898.10009765625,24784.880859375,4899.27001953125,1810.0899658203125,43251.7890625,17987.08984375,,1587.75,3415.909912109375
2015-02-18,,21.722780227661133,,7801.4443359375,5915.7001953125,6898.10009765625,24832.080078125,4906.35986328125,1807.8699951171875,43053.6484375,18199.169921875,8869.099609375,1603.1400146484375,3435.659912109375
2015-02-19,,21.74042510986328,,,5904.2001953125,6888.89990234375,,4924.7001953125,,43231.421875,18264.7890625,8895.2998046875,1599.9599609375,
2015-02-20,,21.89042091369629,,7823.37841796875,5881.5,6915.2001953125,,4955.97021484375,,43551.26171875,18332.30078125,8833.599609375,1603.449951171875,
2015-02-23,,21.669841766357422,,7824.05810546875,5908.0,6912.2001953125,24836.759765625,4960.97021484375,1809.3900146484375,43675.87109375,18466.919921875,8754.9501953125,1593.8900146484375,3421.300048828125
2015-02-24,,21.77572250366211,,7832.845703125,5927.0,6949.60009765625,24750.0703125,4968.1201171875,1818.6800537109375,43921.55078125,18603.48046875,8762.099609375,1598.6600341796875,3437.610107421875
2015-02-25,3228.843017578125,21.84630584716797,,7842.04345703125,5944.89990234375,6935.39990234375,24778.279296875,4967.14013671875,1815.8599853515625,43802.0703125,18585.19921875,8767.25,1589.3299560546875,3440.830078125
2015-02-26,3298.35888671875,21.908069610595703,,7762.39404296875,5908.5,6949.7001953125,24902.060546875,4987.89013671875,1820.8699951171875,44416.48828125,18785.7890625,8683.849609375,1593.550048828125,3426.179931640625
2015-02-27,3310.302978515625,21.678665161132812,,7728.58251953125,5928.7998046875,6946.7001953125,24823.2890625,4963.52978515625,1821.2099609375,44190.171875,18797.939453125,8844.599609375,1587.010009765625,3402.860107421875
2015-03-02,3336.284912109375,21.91689109802246,,7771.92138671875,5958.89990234375,6940.60009765625,24887.439453125,5008.10009765625,1817.1300048828125,43882.7109375,18826.880859375,8956.75,1582.1400146484375,3403.889892578125
2015-03-03,3263.052001953125,21.84630584716797,,7774.5107421875,5933.89990234375,6889.10009765625,24702.779296875,4979.89990234375,1821.25,43600.37109375,18815.16015625,8996.25,1562.8399658203125,3422.110107421875
2015-03-04,3279.532958984375,21.537490844726562,,7845.8125,5901.60009765625,6919.2001953125,24465.380859375,4967.14013671875,1825.5400390625,43296.55078125,18703.599609375,8922.650390625,,3415.530029296875
2015-03-05,3248.47607421875,21.475730895996094,,7817.02978515625,5904.2001953125,6961.10009765625,24193.0390625,4982.81005859375,1806.0899658203125,43517.7890625,18751.83984375,8937.75,1553.3299560546875,3395.27001953125
2015-03-06,3241.18701171875,21.334556579589844,,7859.30908203125,5898.89990234375,6911.7998046875,24164.0,4927.3701171875,1806.9599609375,43280.80859375,18971.0,,1568.2900390625,3417.510009765625
2015-03-09,3302.407958984375,21.219858169555664,,7818.27978515625,5821.2998046875,6876.5,24123.05078125,4942.43994140625,1791.739990234375,43251.3984375,18790.55078125,8756.75,1559.7099609375,3404.570068359375
2015-03-10,3286.068115234375,20.831632614135742,,7826.46728515625,5824.2001953125,6702.7998046875,23896.98046875,4859.7900390625,1789.72998046875,42972.1484375,18665.109375,8712.0498046875,1531.0400390625,3398.260009765625
2015-03-11,3290.89990234375,20.849281311035156,,7788.697265625,5793.2001953125,6721.5,23717.970703125,4849.93994140625,1778.1600341796875,43227.19921875,18723.51953125,8699.9501953125,1543.8399658203125,3378.590087890625
2015-03-12,3349.322998046875,20.884572982788086,,7837.80419921875,5850.2001953125,6761.10009765625,23797.9609375,4893.2900390625,1786.8699951171875,44055.890625,18991.109375,8776.0,1544.3399658203125,3373.60009765625
2015-03-13,3372.910888671875,20.7434024810791,,7807.5322265625,5814.5,6740.60009765625,23823.2109375,4871.759765625,1781.75,44002.2890625,19254.25,8647.75,1541.550048828125,3362.77001953125
2015-03-16,3449.304931640625,21.096328735351562,,7728.962890625,5797.7001953125,6804.10009765625,23949.55078125,4929.509765625,1780.5400390625,,19246.060546875,8633.150390625,1515.5699462890625,3376.0400390625
2015-03-17,3502.846923828125,21.07868194580078,,7787.09765625,5842.10009765625,6837.60009765625,23901.490234375,4937.43017578125,1787.8699951171875,43761.359375,19437.0,8723.2998046875,1512.8399658203125,3369.949951171875
2015-03-18,3577.301025390625,21.511024475097656,,7754.5859375,5842.2998046875,6945.2001953125,24120.080078125,4982.830078125,1797.5699462890625,44360.87109375,19544.48046875,8685.900390625,1531.5,3361.75
2015-03-19,3582.27099609375,21.272796630859375,,7812.541015625,5950.7998046875,6962.2998046875,24468.890625,4992.3798828125,1809.1300048828125,44118.171875,19476.560546875,8634.650390625,1532.1300048828125,3386.159912109375
2015-03-20,3617.318115234375,21.46690559387207,,7816.3701171875,5975.5,7022.5,24375.240234375,5026.419921875,1803.6500244140625,43968.1484375,19560.220703125,8570.900390625,1529.9599609375,3412.43994140625
2015-03-23,3687.72802734375,21.422792434692383,,7838.474609375,5956.10009765625,7037.7001953125,24494.509765625,5010.97021484375,1795.8499755859375,43952.7109375,19754.359375,8550.900390625,1520.010009765625,3410.1298828125
2015-03-24,3691.409912109375,21.590429306030273,,7826.92724609375,5969.10009765625,7019.7001953125,24399.599609375,4994.72998046875,1814.0400390625,44051.2109375,19713.44921875,8542.9501953125,1514.449951171875,3413.260009765625
2015-03-25,3660.72705078125,21.11397933959961,,7834.3251953125,5973.2998046875,6991.0,24528.23046875,4876.52001953125,1819.0999755859375,43630.9609375,19746.19921875,8530.7998046875,1512.800048828125,3419.02001953125
2015-03-26,3682.094970703125,20.928686141967773,,7869.07666015625,5879.10009765625,6895.2998046875,24497.080078125,4863.35986328125,1818.4200439453125,43229.16015625,19471.119140625,8342.150390625,1496.4100341796875,3431.590087890625
2015-03-27,3691.095947265625,21.255151748657227,,7875.9345703125,5919.89990234375,6855.0,24486.19921875,4891.22021484375,1813.3699951171875,43637.96875,19285.630859375,8341.400390625,1495.219970703125,3450.10009765625
2015-03-30,3786.568115234375,21.74042510986328,,7897.37939453125,5846.10009765625,6891.39990234375,24855.119140625,4947.43994140625,1821.8299560546875,43922.828125,19411.400390625,8492.2998046875,1496.510009765625,3454.260009765625
2015-03-31,3747.89892578125,21.749250411987305,,7938.44873046875,5891.5,6773.0,24900.890625,4900.8798828125,1830.780029296875,43724.78125,19206.990234375,8491.0,1505.93994140625,3447.010009765625
2015-04-01,3810.2939453125,21.84630584716797,,7991.03515625,5860.7998046875,6809.5,25082.75,4880.22998046875,1826.31005859375,44202.94140625,19034.83984375,8586.25,1525.5799560546875,3447.02001953125
2015-04-02,3825.783935546875,21.81101417541504,,,5898.60009765625,6833.5,25275.640625,4886.93994140625,1831.969970703125,,19312.7890625,,1532.22998046875,3453.75
2015-04-03,3863.928955078125,,,,,,,,1834.52001953125,,19435.080078125,,1536.050048828125,
2015-04-06,,22.09335708618164,,8051.669921875,,,,4917.31982421875,1842.93994140625,44850.05859375,19397.98046875,8659.900390625,,3452.909912109375
2015-04-07,3961.3779296875,22.005123138427734,,8096.59814453125,5926.0,6961.7998046875,,4910.22998046875,1856.510009765625,44987.87109375,19640.5390625,8660.2998046875,1549.530029296875,3465.6201171875
2015-04-08,3994.81103515625,21.978652954101562,,8050.61962890625,5960.7001953125,6937.39990234375,26236.859375,4950.81982421875,1850.31005859375,44980.55859375,19789.810546875,8714.400390625,1544.8599853515625,3460.679931640625
2015-04-09,3957.533935546875,22.13747215270996,,,5932.2001953125,7015.39990234375,26944.390625,4974.56005859375,1849.3900146484375,44913.26953125,19937.720703125,8778.2998046875,1545.1099853515625,3460.300048828125
2015-04-10,4034.31005859375,22.005123138427734,,8125.390625,5968.39990234375,7089.7998046875,27272.390625,4995.97998046875,1844.31005859375,44882.01171875,19907.630859375,8780.349609375,1547.8299560546875,3472.3798828125
2015-04-13,4121.71484375,21.537490844726562,,8071.1748046875,5960.2998046875,7064.2998046875,28016.33984375,4988.25,1842.0799560546875,44994.55859375,19905.4609375,8834.0,,3484.389892578125
2015-04-14,4135.56494140625,21.62572479248047,,8054.4189453125,5946.60009765625,7075.2998046875,27561.490234375,4977.2900390625,1839.6099853515625,45004.51953125,19908.6796875,,,3521.080078125
2015-04-15,4084.1630859375,21.81101417541504,,7904.42724609375,5908.39990234375,7096.7998046875,27618.8203125,5011.02001953125,1840.1300048828125,45262.94140625,19869.759765625,,,3539.949951171875
2015-04-16,4194.8232421875,21.89042091369629,,7946.15673828125,5947.5,7060.5,27739.7109375,5007.7900390625,1847.93994140625,45480.23046875,19885.76953125,8706.7001953125,1570.0,3531.610107421875
2015-04-17,4287.2958984375,21.828659057617188,,7944.84716796875,5877.89990234375,6994.60009765625,27653.119140625,4931.81005859375,1845.8599853515625,45012.37109375,19652.880859375,8606.0,1566.8499755859375,3525.18994140625
2015-04-20,4217.0771484375,21.599252700805664,,7863.248046875,5833.10009765625,7052.10009765625,27094.9296875,4994.60009765625,1848.6600341796875,45077.80859375,19634.490234375,8448.099609375,1560.3199462890625,3503.25
2015-04-21,4293.623046875,21.802186965942383,,7844.9228515625,5872.2998046875,7062.89990234375,27850.490234375,5014.10009765625,1862.800048828125,45296.91015625,19909.08984375,8377.75,1569.3499755859375,3508.610107421875
2015-04-22,4398.494140625,21.908069610595703,,7831.01611328125,5837.5,7028.2001953125,27933.849609375,5035.169921875,1854.77001953125,45232.0390625,20133.900390625,8429.7001953125,1552.010009765625,3496.239990234375
2015-04-23,4414.5078125,21.855127334594727,,7890.02099609375,5844.7998046875,7053.7001953125,27827.69921875,5056.06005859375,1846.0799560546875,45418.828125,20187.650390625,8398.2998046875,1544.8399658203125,3502.75
2015-04-24,4393.68603515625,21.722780227661133,,7945.20703125,5933.2998046875,7070.7001953125,28060.98046875,5092.080078125,1862.5799560546875,45773.30859375,20020.0390625,8305.25,1555.4599609375,3513.0
2015-04-27,4527.39599609375,20.96398162841797,,7956.02392578125,5982.7001953125,7104.0,28433.58984375,5060.25,1859.5799560546875,45512.37890625,19983.3203125,8213.7998046875,1548.8299560546875,3515.85009765625
2015-04-28,4476.21484375,20.761049270629883,,7884.54248046875,5948.5,7030.5,28442.75,5055.419921875,1855.06005859375,45338.359375,20058.94921875,8285.599609375,1531.530029296875,3495.090087890625
2015-04-29,4476.6201171875,20.275768280029297,,7823.45849609375,5838.60009765625,6946.2998046875,28400.33984375,5023.64013671875,1842.9300537109375,44942.23046875,,8239.75,1522.469970703125,3487.14990234375
2015-04-30,4441.65478515625,19.772846221923828,,7712.83642578125,5790.0,6960.60009765625,28133.0,4941.419921875,1818.27001953125,44582.390625,19520.009765625,8181.5,1526.739990234375,3487.389892578125
2015-05-01,,19.896371841430664,,,5814.39990234375,6986.0,,5005.39013671875,,,19531.630859375,,,
2015-05-04,4480.4638671875,20.311065673828125,,7814.4306640625,5827.5,,28123.8203125,5016.93017578125,,45238.46875,,8331.9501953125,,3482.699951171875
2015-05-05,4298.7060546875,20.196361541748047,,7917.17431640625,5826.5,6927.60009765625,27755.5390625,4939.330078125,1827.4200439453125,45091.328125,,8324.7998046875,,3471.18994140625
2015-05-06,4229.26611328125,20.258127212524414,,7871.6162109375,5692.2001953125,6933.7001953125,27640.91015625,4919.64013671875,1820.969970703125,44853.26171875,,8097.0,1519.8800048828125,3459.7900390625
2015-05-07,4112.2138671875,20.28459358215332,,7814.2607421875,5645.7001953125,6887.0,27289.970703125,4945.5400390625,1805.0999755859375,44768.80078125,19291.990234375,8057.2998046875,1498.31005859375,3432.780029296875
2015-05-08,4205.9169921875,20.540468215942383,,7761.21435546875,5634.60009765625,7046.7998046875,27577.33984375,5003.5498046875,1807.6500244140625,45125.94921875,19379.189453125,8191.5,1510.510009765625,3452.010009765625
2015-05-11,4333.583984375,20.258127212524414,,7775.900390625,5625.2001953125,7029.89990234375,27718.19921875,4993.56982421875,1805.489990234375,45179.96875,19620.91015625,8325.25,1501.300048828125,3470.800048828125
2015-05-12,4401.21923828125,20.311065673828125,,7792.5458984375,5674.7001953125,6933.7998046875,27407.1796875,4976.18994140625,1798.6099853515625,44950.48828125,19624.83984375,8126.9501953125,1485.719970703125,3442.330078125
2015-05-13,4375.759765625,20.672815322875977,,7806.3427734375,5715.10009765625,6949.60009765625,27249.279296875,4981.68994140625,1803.02001953125,45038.140625,19764.720703125,8235.4501953125,1495.949951171875,3453.169921875
2015-05-14,4378.31103515625,20.866928100585938,,7829.4267578125,5696.60009765625,6973.0,27286.55078125,5050.7998046875,1805.8699951171875,45271.4609375,19570.240234375,8224.2001953125,1497.4000244140625,3455.780029296875
2015-05-15,4308.69091796875,20.805166244506836,,7879.923828125,5735.5,6960.5,27822.279296875,5048.2900390625,1811.9200439453125,45332.80078125,19732.919921875,8262.349609375,1512.18994140625,3463.10009765625
2015-05-18,4283.4912109375,20.611055374145508,,7908.396484375,5659.2001953125,6968.89990234375,27591.25,5078.43994140625,1823.5,45408.33984375,19890.26953125,8373.650390625,1510.4100341796875,3459.570068359375
2015-05-19,4417.5517578125,20.761049270629883,,7869.28662109375,5615.5,6995.10009765625,27693.5390625,5070.02978515625,1809.719970703125,45311.75,20026.380859375,8365.650390625,1525.9599609375,3454.0400390625
2015-05-20,4446.2880859375,20.928686141967773,,7879.90380859375,5610.2998046875,7007.2998046875,27585.05078125,5071.740234375,1810.1099853515625,45283.46875,20196.560546875,8423.25,1520.1099853515625,3439.679931640625
2015-05-21,4529.421875,21.122802734375,,7833.36572265625,5662.2998046875,7013.5,27523.720703125,5090.7900390625,1795.0400390625,45097.390625,20202.869140625,8421.0,1526.25,3439.860107421875
2015-05-22,4657.59619140625,20.93751335144043,,7808.162109375,5664.7001953125,7031.7001953125,27992.830078125,5089.35986328125,1787.5,44874.0390625,20264.41015625,8458.9501953125,1523.8599853515625,3450.179931640625
2015-05-25,4813.7978515625,,,7759.53466796875,5721.5,,,,1767.3800048828125,44852.2890625,20413.76953125,8370.25,1508.1600341796875,3460.85009765625
2015-05-26,4910.89697265625,20.77869415283203,,7726.51318359375,5773.39990234375,6949.0,28249.859375,5032.75,1764.0699462890625,44401.3984375,20437.48046875,8339.349609375,1497.97998046875,3459.97998046875
2015-05-27,4941.7138671875,20.716934204101562,,7596.74658203125,5725.2998046875,7033.2998046875,28081.2109375,5106.58984375,1755.050048828125,44682.58984375,20472.580078125,8334.599609375,1500.8399658203125,3424.93994140625
2015-05-28,4620.26611328125,20.522823333740234,,7503.1005859375,5713.10009765625,7040.89990234375,27454.310546875,5097.97998046875,1755.56005859375,44807.30859375,20551.4609375,8319.0,1493.6099853515625,3417.77001953125
2015-05-29,4611.744140625,20.51399803161621,,7578.51123046875,5777.2001953125,6984.39990234375,27424.189453125,5070.02978515625,1747.52001953125,44703.62109375,20563.150390625,8433.650390625,1496.050048828125,3392.110107421875
2015-06-01,4828.73779296875,20.26694679260254,,7668.3984375,5735.39990234375,6953.60009765625,27597.16015625,5082.93017578125,1743.4100341796875,44760.1015625,20569.869140625,8433.400390625,,
2015-06-02,4910.52685546875,20.28459358215332,,7550.0185546875,5636.0,6928.2998046875,27466.720703125,5076.52001953125,1741.3699951171875,44931.48046875,20543.189453125,8236.4501953125,1476.8699951171875,3340.75
2015-06-03,4909.97802734375,20.01107406616211,,7559.72607421875,5583.60009765625,6950.5,27657.470703125,5099.22998046875,1749.1700439453125,44732.71875,20473.509765625,8135.10009765625,1482.0699462890625,3349.840087890625
2015-06-04,4947.10205078125,19.622852325439453,,7551.7080078125,5504.2998046875,6859.2001953125,27551.890625,5059.1201171875,1741.47998046875,44561.109375,20488.189453125,8130.64990234375,1490.9000244140625,3345.0
2015-06-05,5023.09619140625,19.56109046936035,,7524.76513671875,5498.5,6804.60009765625,27260.16015625,5068.4599609375,1745.3299560546875,44561.94140625,20460.900390625,8114.7001953125,1507.3699951171875,3333.669921875
2015-06-08,5131.880859375,19.216983795166016,,7482.9658203125,,6790.0,27316.279296875,5021.6298828125,1739.449951171875,44544.05078125,20457.189453125,8044.14990234375,1508.280029296875,3320.330078125
2015-06-09,5113.5341796875,18.872879028320312,,7321.55712890625,5471.2998046875,6753.7998046875,26989.51953125,5013.8701171875,1729.050048828125,44519.2109375,20096.30078125,8022.39990234375,1492.3199462890625,3295.1298828125
2015-06-10,5106.0361328125,19.172868728637695,,7382.37158203125,5478.60009765625,6830.2998046875,26687.640625,5076.68994140625,1735.6300048828125,44578.28125,20046.359375,8124.4501953125,1504.0400390625,3325.77001953125
2015-06-11,5121.5927734375,19.08463478088379,,7501.791015625,5556.7001953125,6846.7001953125,26907.849609375,5082.509765625,1734.760009765625,44624.73828125,20382.970703125,7965.35009765625,1514.81005859375,3347.669921875
2015-06-12,5166.35009765625,18.96993637084961,,,5545.2998046875,6784.89990234375,27280.5390625,5051.10009765625,1734.3699951171875,44692.5,20407.080078125,7982.89990234375,1508.22998046875,3353.85009765625
2015-06-15,5062.9931640625,18.617006301879883,,7454.2431640625,5538.7998046875,6710.5,26861.810546875,5029.97021484375,1722.1600341796875,44395.76171875,20387.7890625,8013.89990234375,1501.8900146484375,3323.1298828125
2015-06-16,4887.43212890625,18.872879028320312,,7503.55029296875,5535.7998046875,6710.10009765625,26566.69921875,5055.5498046875,1722.239990234375,44722.28125,20257.939453125,8047.2998046875,1503.280029296875,3298.090087890625
2015-06-17,4967.89794921875,19.15522003173828,,7534.37255859375,5595.39990234375,6680.60009765625,26753.7890625,5064.8798828125,1726.8599853515625,44792.0390625,20219.26953125,8091.5498046875,1514.7900390625,3325.909912109375
2015-06-18,4785.35595703125,19.34050941467285,,7604.904296875,5524.89990234375,6707.89990234375,26694.66015625,5132.9501953125,1718.1199951171875,45120.7890625,19990.8203125,8174.60009765625,1508.0400390625,3300.419921875
2015-06-19,4478.36376953125,19.234630584716797,,7599.2158203125,5597.0,6710.5,26760.529296875,5117.0,1721.77001953125,44973.41015625,20174.240234375,8224.9501953125,1491.4599609375,3300.9599609375
2015-06-22,,19.216983795166016,,7607.18408203125,5610.2001953125,6825.7001953125,27080.849609375,5153.97021484375,1732.760009765625,45224.98046875,20428.189453125,8353.099609375,1504.06005859375,3315.1298828125
2015-06-23,4576.4921875,19.314037322998047,,7549.61865234375,5684.2998046875,6834.89990234375,27333.4609375,5160.08984375,1726.8599853515625,45454.1484375,20809.419921875,8381.5498046875,1503.22998046875,3339.780029296875
2015-06-24,4690.14990234375,19.164045333862305,,7641.365234375,5686.7998046875,6844.7998046875,27404.970703125,5122.41015625,1731.6800537109375,45424.94140625,20868.029296875,8360.849609375,1518.260009765625,3351.330078125
2015-06-25,4527.77880859375,18.93463897705078,,7579.9609375,5632.7001953125,6807.7998046875,27145.75,5112.18994140625,1716.81005859375,45377.12109375,20771.400390625,8398.0,1519.469970703125,3349.8701171875
2015-06-26,4192.873046875,18.864055633544922,,7620.09033203125,5545.89990234375,6753.7001953125,26663.869140625,5080.509765625,1710.469970703125,45566.328125,20706.150390625,8381.099609375,1518.030029296875,3320.89990234375
2015-06-29,4053.030029296875,18.546419143676758,,7565.4345703125,5422.5,6620.5,25966.98046875,4958.47021484375,1691.9200439453125,44710.3515625,20109.94921875,8318.400390625,1511.18994140625,3280.179931640625
2015-06-30,4277.22216796875,18.696413040161133,,7562.55517578125,5459.0,6521.0,26250.029296875,4986.8701171875,1706.6400146484375,45053.69921875,20235.73046875,8368.5,1504.550048828125,3317.330078125
2015-07-01,4053.699951171875,18.696413040161133,,7573.20263671875,5515.7001953125,6608.60009765625,,5013.1201171875,1727.9599609375,44928.51953125,20329.3203125,8453.0498046875,,3331.139892578125
2015-07-02,3912.76708984375,19.049341201782227,,7576.36181640625,5599.7998046875,6630.5,26282.3203125,5009.2099609375,1733.8800048828125,45175.578125,20522.5,8444.900390625,1491.6199951171875,3327.840087890625
2015-07-03,3686.9150390625,,,7533.36279296875,5538.2998046875,6585.7998046875,26064.109375,,1734.239990234375,45065.46875,20539.7890625,8484.900390625,1489.5899658203125,3342.72998046875
2015-07-06,3775.912109375,18.767000198364258,,7453.2333984375,5475.0,6535.7001953125,25236.279296875,4991.93994140625,1717.050048828125,44794.01171875,20112.119140625,8522.150390625,1473.22998046875,3332.93994140625
2015-07-07,3727.125,18.758176803588867,,7440.73681640625,5581.39990234375,6432.2001953125,24975.310546875,4997.4599609375,1712.300048828125,45017.75,20376.58984375,8510.7998046875,1483.77001953125,3340.929931640625
2015-07-08,3507.19189453125,18.369953155517578,,7361.537109375,5469.5,6490.7001953125,23516.560546875,4909.759765625,1695.8299560546875,44497.73828125,19737.640625,8363.0498046875,1470.25,3284.989990234375
2015-07-09,3709.330078125,18.246427536010742,,7375.79345703125,5471.0,6581.60009765625,24392.7890625,4922.39990234375,1701.5400390625,44564.3203125,19855.5,8328.5498046875,1472.5699462890625,3267.39990234375
2015-07-10,3877.802978515625,18.740528106689453,,7390.689453125,5492.0,6673.39990234375,24901.279296875,4997.7001953125,1715.5799560546875,44915.98046875,19779.830078125,8360.5498046875,1484.9000244140625,3279.8798828125
